,en,fr
0,How dare you!,Comment osez-vous!
0,He must have taken the wrong train.,Il doit avoir pris le mauvais train.
0,I understand how to solve the problem.,Je comprends comment résoudre le problème.
0,How many children do you have?,Combien d'enfants avez-vous?
0,He no longer lives here.,Il ne vit plus ici.
0,He is the same age as me.,Il a le même âge que moi.
0,Industry as we know it today didn't exist in those days.,L'industrie telle que nous la connaissons aujourd'hui n'existait pas à cette époque.
0,That boy used to drop in on me.,Ce garçon m'a déjà pénétré.
0,I think you'll have very little difficulty in getting a driver's license.,Je pense que vous aurez très peu de difficulté à obtenir un permis de conduire.
0,Run.,Run.
0,"He told me to do it, so I did it.","Il m'a dit de le faire, et j'ai donc fait."
0,That is not my line.,Ce n'est pas ma ligne.
0,She lives in a large house.,Elle vit dans une grande maison.
0,A doctor told me that eating eggs was bad for me.,Un médecin m'a dit que manger des oeufs était mauvais pour moi.
0,She asked him to open the window.,Elle lui a demandé d'ouvrir la fenêtre.
0,She has a flower in her hand.,Elle a une fleur dans sa main.
0,I have just finished my homework.,Je viens de terminer mes devoirs.
0,You look pale today.,Vous avez l'air pâle aujourd'hui.
0,I'm counting how many people there are.,Je compte combien de personnes il y a.
0,I felt that my honor was at stake.,J'ai eu l'impression que mon honneur était en jeu.
0,Money isn't the only thing that matters.,L'argent n'est pas la seule chose qui compte.
0,Tom just never should've done that.,Tom n'aurait jamais dû le faire.
0,I don't want there to be any misunderstanding.,Je ne veux pas qu'il y ait de malentendu.
0,He may not be happy.,Il peut ne pas être heureux.
0,The hunter shot the fox dead.,Le chasseur a abattu le renard.
0,He goes to school to study every day.,Il va à l'école pour étudier tous les jours.
0,I spent last Sunday reading a novel.,J'ai passé dimanche dernier à lire un roman.
0,Mary closed the door quietly.,Marie a fermé la porte en toute tranquillité.
0,You smoke far too much. You should cut back.,Vous fumez beaucoup trop et vous devriez réduire votre consommation.
0,I wish I could have spoken Spanish.,J'aurais aimé pouvoir parler espagnol.
0,There's nothing I wouldn't do for Tom.,Il n'y a rien que je ne ferais pas pour Tom.
0,Tom was making French fries.,Tom préparait des frites.
0,I study for 3 hours every day.,J'étudie 3 heures par jour.
0,He was home alone at the time.,Il était seul à la maison à l'époque.
0,I'm tired of listening to his boasts.,Je suis fatigué d'écouter ses bénédictions.
0,"Because of heavy snow, the plane from Beijing arrived 20 minutes late.","En raison de la neige épaisse, l'avion de Beijing est arrivé 20 minutes tard."
0,You may use my new car.,Vous pouvez utiliser ma nouvelle voiture.
0,Where is the vodka?,Où est la vodka?
0,"If a person has not had a chance to acquire his target language by the time he's an adult, he's unlikely to be able to reach native speaker level in that language.","Si une personne n'a pas eu la chance d'acquérir sa langue cible au moment où elle est adulte, il est peu probable qu'elle puisse atteindre le niveau de langue maternelle dans cette langue."
0,He hurried so he wouldn't miss the train.,Il s'est précipité pour ne pas manquer le train.
0,Don't go out after dark.,Ne sortez pas après la tombée de la nuit.
0,They arrived here safely yesterday.,Ils sont arrivés hier en toute sécurité.
0,None of those books are useful.,Aucun de ces livres n'est utile.
0,I just said something very stupid.,Je viens de dire quelque chose de très stupide.
0,"If I were you, I'd want to know what Tom is doing right now.","Si j'étais vous, je voudrais savoir ce que Tom fait en ce moment."
0,I often went fishing with him.,J'allais souvent pêcher avec lui.
0,I hope we find Tom.,J'espère que nous trouverons Tom.
0,You used to be able to see the church from here.,Vous pouviez déjà voir l'église de là.
0,Can we do it?,Pouvons-nous le faire?
0,I've never told anyone about this.,Je n'ai jamais dit à qui que ce soit de cela.
0,One thousand dollars will cover all the expenses for the party.,Un millier de dollars couvrira toutes les dépenses de la fête.
0,Fire is always dangerous.,Le feu est toujours dangereux.
0,The meeting was called off.,La séance est annulée.
0,"They welcomed me warmly, so I felt at home.",Ils m'ont accueilli chaleureusement et m'ont fait sentir chez moi.
0,Tom pulled Mary out of the water.,Tom a retiré Mary de l'eau.
0,I have class tomorrow.,J'ai une classe demain.
0,Tom fell asleep in class.,Tom s'est dormi en classe.
0,Tom can't get his car started.,Tom ne peut pas démarrer sa voiture.
0,This is a very beautiful flower.,C'est une fleur très belle.
0,Best wishes from all of us.,Nous souhaitons tous plein succès.
0,My aunt gave me a camera.,Ma tante m'a donné une caméra.
0,I don't understand music.,Je ne comprends pas la musique.
0,I wish I was young again.,J'aurais aimé être de nouveau jeune.
0,I'm not guilty of anything.,Je ne suis pas coupable de quoi que ce soit.
0,A bird can fly.,Un oiseau peut voler.
0,His office is near the train station.,Son bureau se trouve près de la gare.
0,A swarm of hornets attacked the children.,Un essaim de corneilles a attaqué les enfants.
0,She stirred her coffee with a teaspoon.,Elle a agité son café à l'aide d'une cuillère à thé.
0,When are you going to quit smoking?,Quand allez-vous cesser de fumer?
0,He ran into the room.,Il s'est rendu dans la pièce.
0,What are we having for dinner?,Que dînons-nous?
0,You'll get lost.,Vous vous perdrez.
0,My cell phone has a built-in digital camera.,Mon téléphone cellulaire a une caméra numérique intégrée.
0,"Hold your horses, young man.","Tenez vos chevaux, jeune homme."
0,Six divided by two equals three.,Six divisés par deux égales trois.
0,I am able to drive a car.,Je peux conduire une voiture.
0,I could answer all the questions.,Je pourrais répondre à toutes les questions.
0,Can you do bookkeeping?,Pouvez-vous effectuer la tenue de livres?
0,They're all the same size.,Elles sont toutes de même taille.
0,What do you two do for fun?,Qu'est-ce que vous faites pour vous amuser?
0,No one lives in this building.,Personne ne vit dans cet édifice.
0,I'm sick and tired of hamburgers.,Je suis fatigué des hamburgers.
0,They married when they were young.,Ils se sont mariés quand ils étaient jeunes.
0,"I would have liked to come with you, but I didn't have time.","J'aurais aimé venir avec vous, mais je n'avais pas le temps."
0,Academic fraud is more common than you might think.,La fraude académique est plus courante que vous ne le croyez.
0,That's exactly what I wanted to see happen.,C'est exactement ce que je voulais voir se passer.
0,I'm afraid there isn't any coffee left.,Je crains qu'il n'y ait plus de café.
0,"While I was reading in bed last night, I fell asleep with the light on.","Alors que je lisais au lit hier soir, je me suis dormi avec la lumière allumée."
0,He'll be back home soon.,Il reviendra bientôt chez lui.
0,We sometimes swim in the lake.,Nous nagerons parfois dans le lac.
0,Charles Lindbergh made the first solo flight across the Atlantic Ocean in 1927.,Charles Lindbergh effectue le premier vol solo à travers l'océan Atlantique en 1927.
0,His shirt was stained with sauce.,Sa chemise était teinte de sauce.
0,I am just going for a walk.,Je ne fais qu'une promenade.
0,We found the front door locked.,Nous avons trouvé la porte d'entrée verrouillée.
0,He is so heartless.,Il est tellement cureux.
0,I'm playing a TV game.,Je joue un jeu télévisé.
0,Let's go now.,Allons maintenant.
0,Control is everything.,Le contrôle est tout.
0,Swimming is easy.,La natation est facile.
0,He held a package under his arm.,Il tenait un colis sous son bras.
0,She looks pretty in that dress.,Elle est jolie dans cette robe.
0,Why are you here?,Pourquoi êtes-vous ici?
0,She asked us to leave her alone.,Elle nous a demandé de la laisser seule.
0,Thanks very much for having me to dinner the other night.,Merci beaucoup de m'avoir invité à dîner l'autre soir.
0,"After they argued, they didn't speak to each other for a week.","Après qu'ils se soient disputés, ils ne se sont pas entretenus pendant une semaine."
0,Tom slipped out of the classroom.,Tom est sorti de la salle de classe.
0,You ought to ask for your teacher's permission.,Vous devriez demander l'autorisation de votre professeur.
0,The clock has stopped.,L'horloge s'est arrêtée.
0,When did your friend leave for America?,Quand votre ami a-t-il quitté l'Amérique?
0,They grow flowers in the garden.,Ils poussent des fleurs dans le jardin.
0,She told me an interesting story.,Elle m'a raconté une histoire intéressante.
0,I received her letter yesterday.,J'ai reçu sa lettre hier.
0,I slept on the bus.,J'ai dormi dans l'autobus.
0,Stand aside.,Soyez à l'écart.
0,"By the year 2020, the population of our city will have doubled.","D'ici 2020, la population de notre ville aura doublé."
0,Tom has been really busy recently.,Tom a été très occupé ces derniers temps.
0,The swimmers were numb with cold.,Les nageurs étaient ennuyés par le froid.
0,Many moons orbit around Saturn.,De nombreuses lunes orbitent autour de Saturne.
0,I spent the whole day in reading the novel.,J'ai passé toute la journée à lire le roman.
0,Volcanic ash disrupted air travel.,Les cendres volcaniques ont perturbé les transports aériens.
0,I'm surprised that you don't know about their marriage.,Je suis surpris que vous ne connaissiez pas leur mariage.
0,"Mom, I'm hungry.","Maman, j'ai faim."
0,He earned his living as a teacher.,Il a gagné sa vie en enseignant.
0,"She loves chocolate, too.",Elle aime aussi le chocolat.
0,It has been cold since yesterday.,Il y a froid depuis hier.
0,She must have been sick.,Elle a dû être malade.
0,I'm not very good at swimming.,Je ne suis pas très bon à nager.
0,Switch on the light. I can't see anything.,"Allumer la lumière, je ne vois rien."
0,Do you drink coffee?,Consommez-vous du café?
0,I promise I'll do that tomorrow.,Je vous promets de le faire demain.
0,Some people never grow up.,Certaines personnes ne grandissent jamais.
0,I will write to you soon.,Je vous écrirai bientôt.
0,I'm starving!,J'ai faim!
0,This place has a mysterious atmosphere.,Cet endroit a une atmosphère mystérieuse.
0,It takes 165 years for Neptune to orbit around the sun.,Il faut 165 ans pour que Neptune orbite autour du Soleil.
0,The curtain fell.,Le rideau est tombé.
0,I expect you to be punctual.,Je vous attends à être ponctuels.
0,"While reading a book, I fell asleep.","En lisant un livre, je me suis dormi."
0,You shouldn't have eaten so much ice cream.,Vous n'auriez pas dû manger autant de crème glacée.
0,You have a point there.,Vous avez un point à faire.
0,Quit gambling.,Cessez de jouer au jeu.
0,Cows provide us with milk.,Les vaches nous fournissent du lait.
0,She enjoyed herself at the concert.,Elle a eu beaucoup de plaisir au concert.
0,She gave me a strange look.,Elle m'a donné un regard étrange.
0,I am an optimist by nature.,Je suis par nature un optimiste.
0,He erased his speech from the tape.,Il a effacé son discours de la bande.
0,Do you have a larger size?,Avez-vous une taille plus grande?
0,Do they love each other?,Ils s'amusent-ils l'un l'autre?
0,Halley's Comet will come back in 2061.,La comète Halley reviendra en 2061.
0,I'm not living with him anymore.,Je ne vit plus avec lui.
0,My aunt brought me some flowers.,Ma tante m'a apporté quelques fleurs.
0,I don't have a computer at home.,Je n'ai pas d'ordinateur à la maison.
0,I returned the book to the library.,J'ai retourné le livre à la bibliothèque.
0,Who can tell the difference?,Qui peut faire la différence?
0,I'll eat here.,Je vais manger ici.
0,Tom needed treatment.,Tom avait besoin de traitement.
0,She must still be in her twenties.,Elle doit encore être dans sa vingtaine.
0,I wish Tom were my younger brother.,Je voudrais que Tom soit mon frère plus jeune.
0,Do you eat out often?,Vous mangez souvent à l'extérieur?
0,I can do it alone.,Je peux le faire seul.
0,He is very stingy with his money.,Il a beaucoup d'argent à sa disposition.
0,Give me a bottle of wine.,Donnez-moi une bouteille de vin.
0,I really want to speak English fluently.,Je veux vraiment parler couramment l'anglais.
0,The Oscar ceremonies are Hollywood's biggest extravaganza.,Les cérémonies d'Oscar sont la plus grande extravaganza d'Hollywood.
0,Do you read French every day?,Lisez-vous le français tous les jours?
0,How much is the rent per month?,Combien le loyer est-il par mois?
0,The clock stopped.,L'horloge s'est arrêtée.
0,Who is to blame for the accident?,Qui est responsable de l'accident?
0,I will give you a bike for your birthday.,Je vous donnerai une bicyclette pour votre anniversaire.
0,Deal with them.,Faire face à eux.
0,She squeezed the juice from many oranges.,Elle a sucré le jus de nombreuses oranges.
0,I've never seen that guy before.,Je n'ai jamais vu ce mec auparavant.
0,It's obvious why his stomach hurts.,Il est évident que son estomac souffre.
0,I wish I had a better memory.,J'aimerais avoir une meilleure mémoire.
0,I don't feel like studying English today.,Je n'ai pas envie d'étudier l'anglais aujourd'hui.
0,Sorry to have kept you waiting.,Désolé de vous avoir gardé à l'attente.
0,I don't think that she will come.,Je ne crois pas qu'elle arrivera.
0,No student went to the party.,Aucun étudiant n'est allé à la fête.
0,The roof was damaged by the storm.,Le toit a été endommagé par la tempête.
0,Today our artificial satellites are revolving around the earth.,"Aujourd'hui, nos satellites artificiels tournent autour de la Terre."
0,He teaches English to his friends.,Il enseigne l'anglais à ses amis.
0,Have you turned in your report?,Avez-vous soumis votre rapport?
0,He wants a book to read.,Il veut lire un livre.
0,Sorry it took me so long to write to you.,"Désolé, il m'a fallu si longtemps pour vous écrire."
0,They forgot to lock the door.,Ils ont oublié de verrouiller la porte.
0,Have you answered that letter yet?,Avez-vous répondu à cette lettre?
0,Tom told me he had a right to see it.,Tom m'a dit qu'il avait le droit de le voir.
0,She really does like animals.,Elle aime vraiment les animaux.
0,What's the climate there like?,Quel est le climat là-bas?
0,I like children. That's why I became a teacher.,"J'aime les enfants, c'est pourquoi je suis devenue enseignante."
0,Here are some pictures.,Voici quelques images.
0,"May I have a glass of milk, please?","Puis-je avoir un verre de lait, s'il vous plaît?"
0,I'll be at home in the morning.,Je serai à la maison le matin.
0,"Will you show me your passport, please?","Montrez-vous votre passeport, s'il vous plaît?"
0,My father died of lung cancer.,Mon père est décédé d'un cancer du poumon.
0,How did you enjoy the concert?,Comment avez-vous aimé le concert?
0,This is exactly what I wanted.,C'est exactement ce que je voulais.
0,That's my problem.,C'est mon problème.
0,Please let me go.,Permettez-moi de partir.
0,I've missed another chance.,J'ai raté une autre chance.
0,I have a cough and a little fever.,J'ai une toux et un peu de fièvre.
0,I managed to get there in time.,J'ai réussi à y arriver à temps.
0,The lock is broken.,La serrure est rompue.
0,Half of these apples are rotten.,La moitié de ces pommes sont pourries.
0,I changed trains at Tokyo Station.,J'ai changé de train à la gare de Tokyo.
0,She's in the garden planting roses.,Elle est dans le jardin plantant des roses.
0,Tom can't tell Mary his real feelings.,Tom ne peut pas dire à Mary ses vrais sentiments.
0,The guests are in the kitchen.,Les invités sont dans la cuisine.
0,Would you like some of those pictures?,Avez-vous envie de voir certaines de ces photos?
0,I appreciate your cooperation.,Je vous remercie de votre coopération.
0,"I like swimming, but I don't like to swim here.","J'aime nager, mais je n'aime pas nager ici."
0,I don't mind if it's a little cold.,Je ne m'ennuie pas si c'est un peu froid.
0,The weatherman says there is a storm on the way.,Le météorologiste dit qu'il y a une tempête en route.
0,How about a drink after the game?,Qu'en est-il d'une boisson après le match?
0,"After you have read it, give the book back to me.","Après avoir lu le livre, remettez-le à moi."
0,I have a new car.,J'ai une nouvelle voiture.
0,I graduated from high school last year.,J'ai obtenu mon diplôme d'études secondaires l'année dernière.
0,Keep going straight.,Continuez tout droit.
0,Smoking is prohibited.,Le tabagisme est interdit.
0,Get them before they get us.,Obtenez-les avant qu'ils ne nous fassent.
0,Tom went into the kitchen and poured himself a cup of coffee.,Tom est allé dans la cuisine et s'est détendu une tasse de café.
0,I think that's awful.,Je pense que c'est terrible.
0,"Orange juice, please.","Jus d'orange, s'il vous plaît."
0,I continued singing.,J'ai continué à chanter.
0,They rescued the boy from drowning.,Ils ont sauvé le garçon de la noyade.
0,Tom is on the go day and night.,Tom est en déplacement jour et nuit.
0,You must be careful of the traffic when you cross the street.,Vous devez faire attention à la circulation lorsque vous traversez la rue.
0,He plays golf two or three times a month.,Il joue au golf deux ou trois fois par mois.
0,Tom slept until noon.,Tom dormait jusqu'à midi.
0,He doesn't know how to swim.,Il ne sait pas nager.
0,He'll do whatever you ask him to.,Il fera tout ce que vous lui demandez.
0,Whether you like it or not doesn't matter.,"Qu'il vous plaise ou non, il n'importe pas."
0,You have no right to interfere in other people's affairs.,Vous n'avez pas le droit d'intervenir dans les affaires d'autrui.
0,I'll alert Tom.,Je vais avertir Tom.
0,No problem.,Pas de problème.
0,You may take either the big box or the small one.,Vous pouvez prendre la grande boîte ou la petite.
0,Do you know where Tom is waiting for us?,Savez-vous où Tom nous attend?
0,I'm doing my homework.,Je fais mes devoirs.
0,Nature is full of mysteries.,La nature est pleine de mystères.
0,You're barking up the wrong tree.,Vous êtes à la mauvaise enseigne.
0,I'm not letting Tom do this by himself.,Je ne laisse pas Tom le faire lui-même.
0,She would often go to the theater when she was in London.,Elle allait souvent au théâtre lorsqu'elle était à Londres.
0,We'll need a head hunting agency to find the right man for this executive position.,Nous aurons besoin d'une agence de recherche de chefs pour trouver le bon homme pour ce poste de direction.
0,Can anyone believe you?,Est-ce que quelqu'un peut vous croire?
0,He is making great progress in English.,Il fait de grands progrès en anglais.
0,My father has been engaged in foreign trade for many years.,Mon père est engagé dans le commerce extérieur depuis de nombreuses années.
0,She has lost weight.,Elle a perdu du poids.
0,I'm tired of your complaints.,Je suis fatigué de vos plaintes.
0,I don't want to have an operation.,Je ne veux pas avoir d'opération.
0,I like this color as well.,J'aime aussi cette couleur.
0,I need to try.,Je dois essayer.
0,He left his umbrella on the bus.,Il a laissé son parapluie sur l'autobus.
0,My aunt made me a new skirt.,Ma tante m'a fait une nouvelle jupe.
0,She used to go to the movies on Sundays.,Elle allait au cinéma le dimanche.
0,Everyone knew Tom was the one who did it.,Tout le monde savait que Tom était celui qui l'avait fait.
0,You might not like this beer at first. It's an acquired taste.,"Vous n'aimerez peut-être pas cette bière au début, mais c'est un goût acquis."
0,I am interested in music.,Je suis intéressé par la musique.
0,I don't get what you mean.,Je ne comprends pas ce que vous voulez dire.
0,Where in Turkey do you live?,Où en Turquie vivez-vous?
0,She showed us a beautiful hat.,Elle nous a montré un magnifique chapeau.
0,He didn't come to the last meeting.,Il n'est pas venu à la dernière réunion.
0,It can be dangerous.,Il peut être dangereux.
0,I have no intention of asking him.,Je n'ai pas l'intention de le demander.
0,I agreed to the proposal.,J'ai accepté cette proposition.
0,It is like looking for a needle in a haystack.,C'est comme chercher une aiguille dans un haystack.
0,Summer has ended.,L'été a pris fin.
0,It's a very sad story.,C'est une histoire très triste.
0,We're out of stock now.,Nous n'avons plus de stocks en ce moment.
0,Turn off the television. I can't concentrate.,"Éteignez la télévision, je ne peux pas me concentrer."
0,We need some more coffee.,Nous avons besoin de café.
0,Most boys like baseball.,La plupart des garçons aiment le baseball.
0,You should have told me a long time ago.,Vous m'auriez dû le dire il y a longtemps.
0,Swimming is good for your health.,La natation est bonne pour votre santé.
0,This is Uncle Tom's farm.,C'est la ferme d'Oncle Tom.
0,"""Pass me the salt, please."" ""Here you are.""","« Passez-moi le sel, s'il vous plaît. »"
0,You are a student.,Vous êtes un étudiant.
0,May I ask how old you are?,Puis-je vous demander combien d'années êtes-vous?
0,I've finished watering the flowers.,J'ai fini d'arroser les fleurs.
0,Tom wanted Mary to say that she loved him.,Tom voulait que Mary dise qu'elle l'aime.
0,Please answer this question for me.,Veuillez répondre à cette question.
0,Does she know your telephone number?,Elle connaît-elle votre numéro de téléphone?
0,The picture looks better at a distance.,L'image apparaît mieux à distance.
0,I invited them to the party.,Je les ai invités à la fête.
0,He returned from China.,Il est rentré de la Chine.
0,The accident seemed to have something to do with the heavy snow.,L'accident semblait avoir quelque chose à voir avec la neige épaisse.
0,Do we have anything I can snack on?,Avons-nous quelque chose à manger?
0,I think his opinion is very important.,Je pense que son avis est très important.
0,I am looking forward to Christmas.,J'attends avec impatience Nol.
0,Do you like to cook Japanese foods?,Avez-vous envie de cuisiner des aliments japonais?
0,Why should it be different?,Pourquoi devrait-elle être différente?
0,"Computers are certainly playing an important role in our life, whether we like it or not.","Les ordinateurs jouent certainement un rôle important dans notre vie, que nous en aimions ou non."
0,Tom was all worn out.,Tom était complètement épuisé.
0,All the boys in class worked hard.,Tous les garçons de la classe ont travaillé dur.
0,Studying abroad is very common now.,Les études à l'étranger sont très courantes à l'heure actuelle.
0,Tom burst into tears.,Tom s'est écrasé dans les larmes.
0,Why do I have to do that?,Pourquoi dois-je le faire?
0,That bicycle is too small for you.,Cette bicyclette est trop petite pour vous.
0,Do you know how to recover a deleted file?,Savez-vous comment récupérer un fichier éliminé?
0,Keep the dog out.,Gardez le chien à l'écart.
0,I don't like novels without heroes.,Je n'aime pas les romans sans héros.
0,Is there a zoo in the park?,Y a-t-il un zoo dans le parc?
0,Tom suggested that I change the lock on my door.,Tom m'a suggéré de changer la serrure de ma porte.
0,"I am very, very sorry.","Je suis très, très désolé."
0,The best hairdressers are gay.,Les meilleurs coiffeurs sont homosexuels.
0,I love elderberry juice.,J'aime le jus de bleuets.
0,She studied English in the morning.,Elle étudie l'anglais le matin.
0,The death penalty had been done away with in many states in the USA.,La peine de mort a été supprimée dans de nombreux États des États-Unis.
0,I understand perfectly.,Je comprends parfaitement.
0,What do you think of him?,Que pensez-vous de lui?
0,Tom is an extraordinary man.,Tom est un homme extraordinaire.
0,The phone is ringing.,Le téléphone sonne.
0,Could you check the tire pressure?,Pouvez-vous vérifier la pression des pneus?
0,The charge for a front row seats is 5 dollars.,Le prix des sièges en première rangée est de 5 dollars.
0,Obey your teachers.,Obéissez à vos enseignants.
0,No words can express her deep sorrow.,Aucun mot ne peut exprimer sa profonde tristesse.
0,His house was small and old.,Sa maison était petite et ancienne.
0,You must get up a little earlier.,Vous devez vous lever un peu plus tôt.
0,Please show your ticket.,Veuillez montrer votre billet.
0,He took a week off.,Il a pris une semaine de congé.
0,Could you please not smoke in this room?,Pourriez-vous s'il vous plaît ne pas fumer dans cette salle?
0,I'm sorry for the late response.,Je suis désolé de la réponse tardive.
0,My brother and I are in the same class.,Mon frère et moi sommes dans la même classe.
0,There are about forty students in her class.,Il y a une quarantaine d'élèves dans sa classe.
0,I really want to know what's going on.,Je veux vraiment savoir ce qui se passe.
0,The shell of an egg is easily broken.,La coquille d'un uf est facilement brisée.
0,You've got a lot of guts.,Vous avez beaucoup de courage.
0,It's said that she loves him.,On dit qu'elle l'aime.
0,I didn't like it.,Je ne l'ai pas aimé.
0,What do you have the first period?,Qu'avez-vous la première période?
0,He is now either in Rome or in Paris.,Il est maintenant à Rome ou à Paris.
0,He is a doctor by profession.,Il est médecin par profession.
0,I'd like to be a guitarist.,J'aimerais être guitariste.
0,"Starting tomorrow, it's going to snow for a week."," partir de demain, il va neiger pendant une semaine."
0,My bicycle has a flat tire.,Mon vélo a un pneu plat.
0,Of course she can speak English.,"Bien sûr, elle parle anglais."
0,Take things a little more seriously.,Prendre les choses un peu plus au sérieux.
0,Could I have a pillow and blanket?,Puis-je avoir un coussin et une couverture?
0,Get out of here.,Sortez d'ici.
0,Stir the soup.,Réfrigérez la soupe.
0,We're almost broke.,Nous sommes presque en ruine.
0,How many apples do you want?,Combien de pommes voulez-vous?
0,There's a telephone in my room.,Il y a un téléphone dans ma chambre.
0,What prevented you from coming earlier?,Qu'est-ce qui vous a empêché d'arriver plus tôt?
0,I don't need your help.,Je n'ai pas besoin de votre aide.
0,I'm at the airport now.,Je suis maintenant à l'aéroport.
0,Haven't we met before?,Ne nous sommes-nous pas rencontrés auparavant?
0,That's my final answer.,Voilà ma dernière réponse.
0,I'm tired of her complaints.,Je suis fatiguée de ses plaintes.
0,You must keep quiet for a few days.,Vous devez garder le silence pendant quelques jours.
0,He asked her where her mother was.,Il lui a demandé où se trouvait sa mère.
0,This law is applicable to all cases.,Cette loi s'applique à tous les cas.
0,I want to go with you.,Je veux aller avec vous.
0,It's healthy to breathe deeply.,Il est sain de respirer profondément.
0,"When she saw that they had no schools, she started one.","Lorsqu'elle a vu qu'ils n'avaient pas d'école, elle en a créé une."
0,I'm sure you'll love what we have on the menu tonight.,Je suis sûr que vous aimerez ce que nous avons ce soir sur le menu.
0,Have you taken your medicine yet?,Avez-vous pris votre médicament?
0,The couple is walking hand in hand.,Le couple marche main dans la main.
0,There was a car accident yesterday.,Hier a eu lieu un accident de voiture.
0,Life is like a box of chocolates.,La vie est comme une boîte de chocolats.
0,"If she was displeased, she never showed it.","Si elle était mécontente, elle ne l'a jamais montrée."
0,I saw him running.,Je l'ai vu courir.
0,Stick a stamp on the envelope.,Cocher un timbre sur l'enveloppe.
0,Do you want to know why I quit?,Vous voulez savoir pourquoi j'ai cessé de fumer?
0,Who was in charge of today's party?,Qui était responsable du parti d'aujourd'hui?
0,Is there an app for that?,Y a-t-il un app pour cela?
0,"If a sick person folds one thousand paper cranes, her wish will come true.","Si une personne malade plie mille grues de papier, son souhait se réalisera."
0,Never forget to put out the fire.,N'oubliez jamais d'éteindre le feu.
0,Do you plan to stay long?,Avez-vous l'intention de rester longtemps?
0,I haven't seen Tom since 1988.,Je n'ai pas vu Tom depuis 1988.
0,We made it out of there.,Nous en sommes sortis.
0,My father works at the factory.,Mon père travaille à l'usine.
0,I usually go to bed before ten.,Je me couche habituellement avant dix heures.
0,What is my room number?,Quel est mon numéro de chambre?
0,The man got away from the city.,L'homme s'est éloigné de la ville.
0,I don't blame you for doing that.,Je ne vous reproche pas d'avoir fait cela.
0,I missed you.,Je vous ai manqué.
0,I'll give you anything that you want.,Je vous donnerai tout ce que vous voulez.
0,I know the girl playing tennis.,Je connais la fille qui joue au tennis.
0,Thank you for inviting me to dinner.,Je vous remercie de m'avoir invité au dîner.
0,She greeted us with a smile.,Elle nous a accueillis avec un sourire.
0,"Entering the house, I tripped over the mat.","En entrant dans la maison, j'ai trébuché sur le tapis."
0,"If we knew what we were doing, it wouldn't be called research, would it?","Si nous savions ce que nous faisions, cela ne serait pas appelé recherche, ne serait-ce pas?"
0,The bookcase is level with the table.,La bibliothèque est à niveau avec la table.
0,There's too much salt in this soup.,Cette soupe contient trop de sel.
0,You're an optimist.,Vous êtes un optimiste.
0,The box is too heavy to carry.,La boîte est trop lourde pour être transportée.
0,Tom was there this morning.,Tom était là ce matin.
0,I don't understand what he said.,Je ne comprends pas ce qu'il a dit.
0,I treated her as my own daughter.,Je l'ai traitée comme ma fille.
0,We haven't finished eating the watermelon yet.,Nous n'avons pas encore fini de manger le melon d'eau.
0,He did not know what to say.,Il ne savait pas quoi dire.
0,Have you heard from him?,Avez-vous entendu parler de lui?
0,I'll give you a little tip.,Je vous donnerai un petit conseil.
0,The oranges in this bag are rotten.,Les oranges de ce sac sont pourri.
0,There is no point in pretending to be sick.,Il ne sert à rien de prétendre être malade.
0,He wrote a book about a jungle adventure.,Il a écrit un livre sur une aventure en jungle.
0,Both you and I are men.,Vous et moi sommes tous deux des hommes.
0,The boy made fun of the girl.,Le garçon s'est amusé de la fille.
0,Second semester has ended.,Le deuxième semestre est terminé.
0,Maybe you could draw me a picture.,Vous pourriez peut-être me dessiner une image.
0,She cut the apple with a knife.,Elle a coupé la pomme avec un couteau.
0,This house belongs to my uncle.,Cette maison appartient à mon oncle.
0,That car belongs in a museum.,Cette voiture appartient à un musée.
0,You can borrow my car anytime.,Vous pouvez emprunter ma voiture à tout moment.
0,He is one of my neighbors.,Il est l'un de mes voisins.
0,I carried the box on my shoulder.,J'ai porté la boîte sur mon épaule.
0,Is this snake safe to touch?,Est-ce que ce serpent est sécuritaire à toucher?
0,They told me it was your fault.,Ils m'ont dit que c'était votre faute.
0,Everybody knows that he is honest.,Tout le monde sait qu'il est honnête.
0,I just don't want to lose you.,Je ne veux tout simplement pas vous perdre.
0,I told them to send me another ticket.,Je leur ai dit de m'envoyer un autre billet.
0,I saw it in the newspaper.,Je l'ai vu dans le journal.
0,Tom finally understood it.,Tom l'a finalement compris.
0,The teacher pointed her finger at me and asked me to come with her.,L'enseignante m'a pointé le doigt et m'a demandé de venir avec elle.
0,Have you ever broken your glasses?,Avez-vous déjà brisé vos lunettes?
0,Don't shout at me.,Ne criez pas à moi.
0,News of the recent blast is all over the radio.,Les nouvelles de l'explosion récente sont partout à la radio.
0,Don't you miss anything?,Ne mangez-vous rien?
0,They were not listening to music.,Ils n'écoutaient pas de musique.
0,I do not drink coffee.,Je ne buve pas de café.
0,Everybody wants to sit beside her.,Tout le monde veut s'asseoir à côté de elle.
0,"You may think those shoes are in fashion, but they aren't.","Vous croyez peut-être que ces chaussures sont à la mode, mais elles ne le sont pas."
0,He picked flowers for her.,Il a pris des fleurs pour elle.
0,I can do it in a week.,Je peux le faire en une semaine.
0,"You're not satisfied, are you?","Vous n'êtes pas satisfait, êtes-vous?"
0,She weeded the garden.,Elle a débarrassé le jardin.
0,"Afraid of hurting his feelings, I didn't tell him the truth.","Craignant de nuire à ses sentiments, je ne lui ai pas dit la vérité."
